ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason
IPDN,IPDN,Professional Diversity Network,2013-03-05,2013-03-05,2013,8.0,1.0,,6317227.0,14634000.0,0.050537816,0.117072,,0.117072,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
RAIN,RAIN,Rain Therapeutics Inc,2021-04-23,2025-01-02,2021,17.0,1.0,,,6860690.0,,0.11663173,,0.11663173,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-01-02 != IPO 2021-04-23)
STDY,STDY,SteadyMed Ltd,2015-03-20,2015-03-20,2015,8.5,1.0,,,13581200.0,,0.1154402,,0.1154402,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
VRM,VRM,Vroom Inc,2020-06-09,2025-02-20,2020,22.0,1.0,,119336588.0,5163110.0,,0.11358842,,0.11358842,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-02-20 != IPO 2020-06-09)
SCYX,SCYX,SCYNEXIS Inc,2014-05-02,2014-05-02,2014,10.0,1.0,,8502055.0,13906000.0,0.08502055,0.13906,,0.112040275,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
BCML,BCML,BayCom,2018-05-04,2005-11-10,2018,22.0,1.0,,10869275.0,4830000.0,0.23912405,0.10626,,0.10626,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2005-11-10 != IPO 2018-05-04)
HUDI,HUDI,Huadi International Group Co,2021-01-22,2021-01-22,2021,8.0,1.0,,,13215000.0,,0.10572,,0.10572,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
SSTI,SSTI,ShotSpotter Inc,2017-06-07,2017-06-07,2017,11.0,1.0,,9604957.0,9532920.0,0.105654527,0.10486212,,0.1052583235,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
KRYS,KRYS,Krystal Biotech Inc,2017-09-20,2017-09-20,2017,10.0,1.0,,10237247.0,10307200.0,0.10237247,0.103072,,0.102722235,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
ARDS,ARDS,Aridis Pharmaceuticals Inc,2018-08-14,2018-08-14,2018,13.0,1.0,,,7890290.0,,0.10257377,,0.10257377,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
ISTR,ISTR,Investar Holding Corp,2014-07-01,2014-07-01,2014,14.0,1.0,,7229924.0,7264260.0,0.101218936,0.10169964,,0.101459288,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
MRAM,MRAM,EverSpin Technologies,2016-10-07,2016-10-07,2016,8.0,1.0,,12498128.0,12498100.0,0.099985024,0.0999848,,0.09998491200000001,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
ESQ,ESQ,Esquire Financial Holdings Inc,2017-06-27,2017-06-27,2017,14.0,1.0,,7312410.0,6870280.0,0.10237374,0.09618392,,0.09927883000000001,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
NREF,NREF,Nexpoint Real Est Inc,2020-02-07,2020-02-07,2020,19.0,1.0,,5262534.0,5000000.0,0.099988146,0.095,,0.097494073,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
SRBK,SRBK,"SR Bancorp, Inc.",2023-09-20,2023-09-20,2023,10.0,1.0,,9507930.0,9507930.0,0.0950793,0.0950793,,0.0950793,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
CELC,CELC,Celcuity LLC,2017-09-20,2017-09-20,2017,9.5,1.0,,10082050.0,9731220.0,0.095779475,0.09244659,,0.0941130325,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
SPPP,SPPP,Sprott Physical Platinum Pall,2012-12-19,2012-12-19,2012,10.0,7.0,,,9292510.0,,0.0929251,,0.0929251,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
LTRN,LTRN,Lantern Pharma Inc,2020-06-11,2020-06-11,2020,15.0,1.0,,6217577.0,6030590.0,0.093263655,0.09045885,,0.09186125249999999,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
INDO,INDO,Indonesia Energy Corp Ltd,2019-12-19,2019-12-19,2019,11.0,1.0,,7363637.0,7500000.0,0.081000007,0.0825,,0.0817500035,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
SNES,SNES,SenesTech Inc,2016-12-08,2016-12-08,2016,8.0,1.0,,10215723.0,10215700.0,0.081725784,0.0817256,,0.08172569199999999,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
MNPR,MNPR,Monopar Therapeutics,2019-12-19,2019-12-19,2019,8.0,1.0,,10621535.0,9347230.0,0.08497228,0.07477784,,0.07987506,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
SNYR,SNYR,Synergy CHC Corp.,2024-10-23,nan,2024,9.0,1.0,,8703818.0,,0.078334362,,,0.078334362,single:edgar,low,ticker+date,drop,~$0.1B at listing (well below $5B)
INMB,INMB,Inmune Bio Inc,2019-02-04,2019-02-04,2019,8.0,1.0,,9740261.0,9740260.0,0.077922088,0.07792208,,0.077922084,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
VKTX,VKTX,Viking Therapeutics Inc,2015-04-29,2015-04-28,2015,8.0,1.0,,9783312.0,9678310.0,0.078266496,0.07742648,,0.077846488,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
ALDX,ALDX,Aldeyra Therapeutics Inc,2014-05-02,2014-05-02,2014,8.0,1.0,,5565413.0,9712520.0,0.044523304,0.07770016,,0.07770016,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
THRY,THRY,Thryv Holdings Inc,2020-10-01,2018-04-18,2020,10.17,1.0,,31028554.0,6957150.0,0.31556039418,0.0707542155,,0.0707542155,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2018-04-18 != IPO 2020-10-01)
ROLR,ROLR,"High Roller Technologies, Inc.",2024-10-23,nan,2024,8.0,1.0,,8267100.0,,0.0661368,,,0.0661368,single:edgar,low,ticker+date,drop,~$0.1B at listing (well below $5B)
AIRG,AIRG,Airgain Inc,2016-08-12,2016-08-12,2016,8.0,1.0,,7366110.0,7579720.0,0.05892888,0.06063776,,0.05978332,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
URGN,URGN,Urogen Pharma Ltd,2017-05-04,2017-05-04,2017,13.0,1.0,,,4473370.0,,0.05815381,,0.05815381,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
GBIM,GBIM,GlobeImmune Inc,2014-07-02,2014-07-02,2014,10.0,1.0,,,5752000.0,,0.05752,,0.05752,single:yf,low,ticker+date,drop,~$0.1B at listing (well below $5B)
FDSB,FDSB,"Fifth District Bancorp, Inc.",2024-08-01,nan,2024,10.0,1.0,,5559473.0,,0.05559473,,,0.05559473,single:edgar,low,ticker+date,drop,~$0.1B at listing (well below $5B)
NSTS,NSTS,"NSTS Bancorp, Inc.",2022-01-19,2022-01-19,2022,10.0,1.0,,5397959.0,5397960.0,0.05397959,0.0539796,,0.053979595000000005,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
CLST,CLST,"Catalyst Bancorp, Inc.",2021-10-13,2021-10-13,2021,10.0,1.0,,5290000.0,5290000.0,0.0529,0.0529,,0.0529,auto:edgar+yf,high,ticker+date,drop,~$0.1B at listing (well below $5B)
RUBI,RUBI,The Rubicon Project Inc,2014-04-02,2025-08-04,2014,15.0,1.0,,,3132340.0,,0.0469851,,0.0469851,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-08-04 != IPO 2014-04-02)
CALA,CALA,Calithera Biosciences Inc,2014-10-02,2014-10-02,2014,10.0,1.0,,,4420000.0,,0.0442,,0.0442,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
CPBI,CPBI,"Central Plains Bancshares, Inc",2023-10-20,2023-10-20,2023,10.0,1.0,,4130815.0,4130820.0,0.04130815,0.0413082,,0.041308175,auto:edgar+yf,high,ticker+date,drop,~$0.0B at listing (well below $5B)
TCBS,TCBS,"Texas Community Bancshares, In",2021-07-15,2021-07-16,2021,10.0,1.0,,3257759.0,4761000.0,0.03257759,0.04761,,0.040093795,auto:edgar+yf,high,ticker+date,drop,~$0.0B at listing (well below $5B)
QTRX,QTRX,Quanterix Corp,2017-12-07,2017-12-07,2017,15.0,1.0,,21960140.0,2495820.0,0.3294021,0.0374373,,0.0374373,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
CBNK,CBNK,Capital Bancorp Inc,2018-09-26,2018-09-26,2018,12.5,1.0,,13711365.0,2800850.0,0.1713920625,0.035010625,,0.035010625,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
FSBW,FSBW,FS Bancorp Inc,2012-07-10,2012-07-10,2012,10.0,1.0,,3240125.0,3241120.0,0.03240125,0.0324112,,0.032406225,auto:edgar+yf,high,ticker+date,drop,~$0.0B at listing (well below $5B)
BVFL,BVFL,"BV Financial, Inc.",2023-08-01,2005-02-17,2023,10.0,1.0,,11374706.0,2971470.0,0.11374706,0.0297147,,0.0297147,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2005-02-17 != IPO 2023-08-01)
CULL,CULL,"Cullman Bancorp, Inc. /MD/",2021-07-15,2009-10-12,2021,10.0,1.0,,7405893.0,2482320.0,0.07405893,0.0248232,,0.0248232,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2009-10-12 != IPO 2021-07-15)
MDRR,MDRR,Medalist Diversified REIT,2018-11-28,2018-11-28,2018,10.0,1.0,,3988249.0,1995580.0,0.03988249,0.0199558,,0.0199558,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
LQDA,LQDA,Liquidia Technologies Inc,2018-07-26,2018-07-26,2018,11.0,1.0,,,330664.0,,0.003637304,,0.003637304,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
SLGL,SLGL,Sol-Gel Technologies Ltd,2018-02-01,2018-02-01,2018,12.0,1.0,,,34945.0,,0.00041934,,0.00041934,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
MSC,MSC,Studio City Intl Hldg Ltd,2018-10-18,2018-10-18,2018,12.5,2.0,297079776.0,,4531.0,,5.66375e-05,,5.66375e-05,single:yf,low,ticker+date,drop,~$0.0B at listing (well below $5B)
CLU,CLU,Cellu Tissue Holdings Inc,2010-01-21,nan,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CHSP,CHSP,Chesapeake Lodging Trust,2010-01-21,nan,2010,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SYA,SYA,Symetra Financial Corp,2010-01-21,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CTC,CTC,IFM Investments Ltd,2010-01-27,2012-06-18,2010,7.0,2.0,605652000.0,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2012-06-18 != IPO 2010-01-27)
GRM,GRM,Graham Packaging Co Inc,2010-02-10,nan,2010,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BALT,BALT,Baltic Trading Ltd,2010-03-09,2021-07-01,2010,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2021-07-01 != IPO 2010-03-09)
AVEO,AVEO,AVEO Pharmaceuticals Inc,2010-03-11,nan,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FNGN,FNGN,Financial Engines Inc,2010-03-15,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MERU,MERU,Meru Networks Inc,2010-03-30,nan,2010,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STNG,STNG,Scorpio Tankers Inc,2010-03-30,2010-03-31,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DHRM,DHRM,DeHaier Medical Systems Ltd,2010-04-21,nan,2010,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ALIM,ALIM,Alimera Sciences Inc,2010-04-22,nan,2010,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EXL,EXL,Excel Trust Inc,2010-04-22,nan,2010,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GGS,GGS,Global Geophysical Services,2010-04-22,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CNVO,CNVO,Convio Inc,2010-04-29,nan,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EXPR,EXPR,Express Inc,2010-05-12,nan,2010,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TNAV,TNAV,TeleNav Inc,2010-05-13,nan,2010,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NOR,NOR,Noranda Aluminum Holding Corp,2010-05-14,nan,2010,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BSFT,BSFT,BroadSoft Inc,2010-06-16,nan,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ONE,ONE,Higher One Holdings Inc,2010-06-16,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OAS,OAS,Oasis Petroleum Inc,2010-06-16,nan,2010,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MOTR,MOTR,Motricity Inc,2010-06-17,nan,2010,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
QLIK,QLIK,Qlik Technologies Inc,2010-07-15,nan,2010,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RLD,RLD,RealD Inc,2010-07-15,nan,2010,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ENV,ENV,Envestnet Inc,2010-07-28,nan,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MCP,MCP,Molycorp Inc,2010-07-29,2012-06-18,2010,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2012-06-18 != IPO 2010-07-29)
GMAN,GMAN,Gordmans Stores Inc,2010-08-04,2019-03-01,2010,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2019-03-01 != IPO 2010-08-04)
IL,IL,IntraLinks Holdings Inc,2010-08-05,nan,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MDMD,MDMD,MediaMind Technologies Inc,2010-08-10,nan,2010,11.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RP,RP,RealPage Inc,2010-08-11,nan,2010,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SQI,SQI,SciQuest Inc,2010-09-24,nan,2010,9.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AMRS,AMRS,Amyris Inc,2010-09-27,nan,2010,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STND,STND,Standard Financial Corp,2010-10-07,nan,2010,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BODY,BODY,Body Central Corp,2010-10-14,nan,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TOWR,TOWR,Tower International Inc,2010-10-14,nan,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NTSP,NTSP,NetSpend Holdings Inc,2010-10-18,2010-10-19,2010,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AEGR,AEGR,Aegerion Pharmaceuticals Inc,2010-10-22,nan,2010,9.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EXAM,EXAM,Examworks Group Inc,2010-10-27,nan,2010,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GAGA,GAGA,Le Gaga Holdings Ltd,2010-10-28,nan,2010,9.5,2.0,2293591000.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SPBC,SPBC,SP Bancorp Inc,2010-10-29,2021-05-25,2010,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2021-05-25 != IPO 2010-10-29)
TFM,TFM,Fresh Market Inc,2010-11-04,nan,2010,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PRMW,PRMW,Primo Water Corp,2010-11-04,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IPHI,IPHI,Inphi Corp,2010-11-10,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GNOM,GNOM,Complete Genomics Inc,2010-11-11,2019-04-10,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2019-04-10 != IPO 2010-11-11)
CTP,CTP,CTPartners Executive Search In,2010-12-07,2013-02-15,2010,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2013-02-15 != IPO 2010-12-07)
LEDS,LEDS,SemiLEDs Corp,2010-12-08,2010-12-09,2010,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FLT,FLT,FleetCor Technologies Inc,2010-12-14,nan,2010,23.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GCAP,GCAP,GAIN Capital Holdings Inc,2010-12-15,nan,2010,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RNET,RNET,RigNet Inc,2010-12-15,nan,2010,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FRF,FRF,Fortegra Financial Corp,2010-12-16,nan,2010,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DMD,DMD,Demand Media Inc,2011-01-25,nan,2011,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NLSN,NLSN,Nielsen Holdings NV,2011-01-26,nan,2011,23.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
INXN,INXN,InterXion Holding NV,2011-01-27,nan,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EPOC,EPOC,Epocrates Inc,2011-02-01,nan,2011,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NPTN,NPTN,NeoPhotonics Corp,2011-02-01,nan,2011,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TRNX,TRNX,Tornier NV,2011-02-02,nan,2011,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IFT,IFT,Imperial Holdings Inc,2011-02-08,nan,2011,10.75,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FLDM,FLDM,Fluidigm Corp,2011-02-09,nan,2011,13.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KIPS,KIPS,Kips Bay Medical Inc,2011-02-10,nan,2011,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CSOD,CSOD,Cornerstone OnDemand Inc,2011-03-16,nan,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SREV,SREV,ServiceSource International,2011-03-24,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
QIHU,QIHU,Qihoo 360 Technology Co Ltd,2011-03-29,nan,2011,14.5,2.0,174563000.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
APTS,APTS,Preferred Apartment Communitie,2011-03-31,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STIR,STIR,STAG Industrial Inc,2011-04-15,2018-08-27,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2018-08-27 != IPO 2011-04-15)
SGNT,SGNT,Sagent Pharmaceuticals Inc,2011-04-19,nan,2011,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MKTG,MKTG,Responsys Inc,2011-04-20,2011-04-21,2011,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FRNK,FRNK,Franklin Financial Corp,2011-04-28,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
WIFI,WIFI,Boingo Wireless Inc,2011-05-03,nan,2011,13.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RENN,RENN,Renren Inc,2011-05-03,nan,2011,14.0,2.0,1199685000.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NQ,NQ,NetQin Mobile Inc,2011-05-04,nan,2011,11.5,2.0,229109213.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RPXC,RPXC,RPX Corp,2011-05-04,nan,2011,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FFN,FFN,FriendFinder Networks Inc,2011-05-10,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FENG,FENG,Phoenix New Media Ltd,2011-05-11,2011-05-16,2011,11.0,2.0,604505437.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FSL,FSL,Freescale Semiconductor Hldg I,2011-05-25,nan,2011,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LPR,LPR,Lone Pine Resources Inc,2011-05-25,nan,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SAVE,SAVE,Spirit Airlines Inc,2011-05-25,nan,2011,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ACTV,ACTV,The Active Network Inc,2011-05-25,2020-10-26,2011,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2020-10-26 != IPO 2011-05-25)
SZYM,SZYM,Solazyme Inc,2011-05-26,nan,2011,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FIO,FIO,Fusion-io Inc,2011-06-08,nan,2011,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RATE,RATE,Bankrate Inc,2011-06-16,2022-06-21,2011,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2022-06-21 != IPO 2011-06-16)
VHS,VHS,Vanguard Health Systems Inc,2011-06-22,nan,2011,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AWAY,AWAY,HomeAway Inc,2011-06-28,2020-02-13,2011,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2020-02-13 != IPO 2011-06-28)
FBNK,FBNK,First Connecticut Bancorp Inc,2011-06-29,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SKUL,SKUL,Skullcandy Inc,2011-07-19,nan,2011,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AMTG,AMTG,Apollo Residential Mortgage,2011-07-21,nan,2011,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FRAN,FRAN,Francesca's Holdings Corp,2011-07-21,nan,2011,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DNKN,DNKN,Dunkin Brands Group Inc,2011-07-26,nan,2011,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TNGO,TNGO,Tangoe Inc,2011-07-26,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TEA,TEA,Teavana Holdings Inc,2011-07-27,nan,2011,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
